,Side,Win,First_Blood,First Tower,First_Inhibitor,First_Baron,First_Dragon,First_Rift_Herald,Tower_Destroyed,Inhibitor_Destroyed,Baron_Killed,Dragon_Killed,Vilemaw_Killed,Rift_Herald_Killed,Game_Duration,Total_Kills,Total_Deaths,Total_Assists,Total_Magic_Damage_Dealt,Total_Physical_Damage_Dealt,Total_True_Damage_Dealt,Total_Magic_Damage_To_Champions,Total_Physical_Damage_To_Champions,Total_True_Damage_To_Champions,Total_Heal,Total_Damage_Self_Mitigated,Total_Damage_Dealt_To_Objectives,Total_Damage_Dealt_To_Turrets,Total_Vision_Score,Total_Time_CCing_Others,Total_Magical_Damage_Taken,Total_Physical_Damage_Taken,Total_True_Damage_Taken,Total_Gold_Earned,Total_Minions_Killed,Total_Neutral_Minions_Killed,Total_Neutral_Minions_Killed_Team_Jungle,Total_Neutral_Minions_Killed_Enemy_Jungle,Total_Time_Crowd_Control_Dealt,Total_Champion_Level
1608,Blue,1,0,1,0,0,0,1,5,0,0,0,0,1,1253,18,16,20,22759,223792,14769,9352,23204,1909,16842,26454,24251,10565,44,44,26306,23912,1554,35917,321,73,48,2,370,54
1609,Red,0,1,0,0,0,1,0,0,0,0,1,0,0,1253,16,18,11,131281,77079,13689,25480,9607,943,7521,21938,8336,673,22,38,9866,34229,1907,28592,251,69,56,0,559,46
1610,Blue,1,1,0,1,1,1,1,7,1,1,3,0,1,1539,52,39,73,45341,296281,38283,17810,69744,5926,14319,75531,61326,15926,66,146,19156,69726,2951,57801,288,89,44,5,1155,67
1611,Red,0,0,1,0,0,0,0,1,0,0,0,0,0,1539,39,52,43,58183,210325,23491,18351,49924,2951,15517,92829,12463,9193,58,61,19373,90242,5926,47541,334,62,54,4,656,60
1612,Blue,1,0,1,1,1,1,1,8,1,1,6,0,1,2414,59,55,86,255513,529410,64166,52600,117370,9069,70621,126594,99335,22393,88,140,170362,63739,15142,84149,473,207,97,18,1286,87
1613,Red,0,1,0,0,0,0,0,6,0,0,0,0,0,2414,53,59,76,587510,92190,52597,167434,16966,15142,39571,141608,30477,12145,56,265,55208,150376,9067,72083,569,105,96,4,2295,83
1614,Blue,1,1,1,1,1,1,1,10,2,1,1,0,1,1435,38,15,32,206485,229927,27681,32583,33151,3236,23451,64017,53567,20434,38,68,24134,61290,2858,49090,449,124,64,29,774,70
1615,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,15,38,13,116613,157209,12504,21570,28038,1858,15576,42879,8667,2495,28,170,32883,52628,3234,33016,296,76,52,0,1148,57
1616,Blue,1,0,0,1,0,0,0,10,3,0,1,0,0,1848,41,29,68,143364,285945,21478,43551,55897,7137,21116,103423,43779,25307,57,153,75710,55700,6418,55688,472,26,1,10,1161,72
1617,Red,0,1,1,0,0,1,1,3,0,0,2,0,1,1848,29,41,32,226773,180207,31388,74230,25379,6419,24262,90968,36030,9504,31,238,44390,86224,7136,48464,385,92,32,28,1163,68
1618,Blue,1,0,1,0,0,1,1,4,0,0,2,0,1,1217,32,18,24,38374,260223,13496,8992,39909,1846,19018,48361,38100,12545,24,69,24601,53433,230,38628,284,104,58,8,543,57
1619,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1217,18,32,20,75438,137796,13477,23791,22676,230,9456,36798,4744,2321,31,75,8993,56337,1844,29272,220,51,39,4,486,50
1620,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,1273,17,42,14,60946,186875,51796,9937,30677,7599,9803,43563,8301,5115,41,68,23162,55228,2467,34069,327,72,67,0,590,53
1621,Red,1,1,1,1,1,1,1,8,1,1,2,0,1,1273,42,17,55,87433,225864,29971,22443,40603,2469,25467,49393,61707,21820,47,59,13461,62765,7597,46851,282,112,65,9,452,60
1622,Blue,1,0,1,1,0,1,1,9,2,0,1,0,1,1135,23,16,27,81326,226511,31482,12309,31795,1563,13720,31936,36633,17248,45,79,11078,42357,6360,38613,371,85,60,1,695,56
1623,Red,0,1,0,0,0,0,0,2,0,0,0,0,0,1135,15,23,13,35726,162950,6164,10366,21052,2361,9202,37418,11384,6328,38,116,13239,47799,1562,30897,238,79,61,0,929,50
1624,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1173,19,46,16,54230,117146,7064,15192,29829,1564,6323,49348,5016,939,42,119,8694,67550,3954,30263,223,37,26,0,579,50
1625,Red,1,1,1,1,0,1,1,9,2,0,2,0,1,1173,46,19,51,33690,337567,18529,8694,56763,3954,20241,50623,46355,20279,38,86,16261,55036,3562,49053,422,96,44,28,370,58
1626,Blue,1,0,0,1,1,1,1,11,3,2,4,0,1,1906,35,32,34,31913,482373,51719,9573,51871,5059,23857,89144,97702,22391,52,67,21452,88922,16143,57601,369,208,100,57,884,75
1627,Red,0,1,1,0,0,0,0,1,0,0,0,0,0,1906,32,38,40,101872,307778,58154,18003,45042,16146,17799,79035,9174,5498,42,52,10453,83271,5059,49963,434,62,39,4,1156,70
1628,Blue,1,1,1,1,1,0,1,10,4,1,2,0,1,2223,35,35,51,251727,293042,91557,55316,40912,6987,35854,112889,65785,19831,69,151,71466,50660,5217,63367,426,130,77,18,1062,82
1629,Red,0,0,0,0,0,1,0,6,0,0,2,0,0,2223,35,35,42,265270,355676,76054,70665,35102,5218,25699,128989,33741,15180,60,197,55920,74455,6984,59927,610,105,60,13,1574,82
1630,Blue,0,1,1,0,0,0,1,6,1,0,0,0,1,2280,56,52,72,192731,439976,73470,58122,71398,12870,25380,133590,41982,11683,70,103,42798,132727,12499,68348,495,126,79,15,1066,83
1631,Red,1,0,0,1,1,1,0,8,3,1,6,0,0,2280,52,56,75,120577,526312,65418,41762,102413,12501,59029,175472,85995,22384,75,115,59951,108856,16069,72766,480,167,91,13,692,86
1632,Blue,0,0,0,0,0,0,0,1,0,0,0,0,0,1729,11,34,14,96753,278813,37961,9070,34231,5224,20016,56193,5939,3802,48,82,32809,66517,3118,37708,394,95,89,0,1061,61
1633,Red,1,1,1,1,0,1,0,9,1,0,3,0,0,1729,34,11,47,93524,361959,49630,30689,45200,3119,27363,59783,44981,20561,40,182,9627,72796,8103,49588,416,123,60,16,942,70
1634,Blue,0,0,1,0,0,0,0,4,0,0,1,0,0,2250,34,43,47,222355,324667,18433,43087,51213,4337,20491,121649,21305,12158,56,191,98348,71336,9889,59390,609,26,18,0,1790,77
1635,Red,1,1,0,1,1,1,1,10,2,1,4,0,1,2250,43,34,58,426931,310882,50323,98162,49992,9891,49327,92319,82667,19754,132,208,45554,90087,4335,69718,477,230,95,63,1579,85
1636,Blue,1,1,1,0,0,1,1,5,0,0,1,0,1,1166,34,15,53,82829,175987,38285,20405,27801,4785,11794,31618,35095,14378,36,51,22294,31216,1515,39633,306,71,35,9,673,57
1637,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,1166,15,34,11,75019,113707,18859,21260,11086,1517,7536,27785,12290,3111,29,60,21189,36966,4784,29694,252,68,52,4,619,54
1638,Blue,1,1,1,0,0,1,0,6,0,0,3,0,0,1735,37,30,56,151774,241059,35900,38536,50821,8125,19304,59844,49373,19077,81,285,38073,60436,2731,50734,343,118,71,18,1424,69
1639,Red,0,0,0,0,1,0,1,1,0,1,1,0,1,1735,30,37,39,160175,196460,27034,35886,36809,2732,28556,70188,34109,3147,57,79,40129,77719,8123,45872,316,124,80,8,896,69
1640,Blue,1,1,1,1,1,1,0,10,2,1,1,0,0,1743,45,19,41,131983,370875,22778,33715,60831,3632,34295,81054,44557,19850,68,62,22087,89749,702,55052,404,144,94,20,772,74
1641,Red,0,0,0,0,0,0,0,2,0,0,0,0,0,1743,19,45,16,89360,299896,12774,19480,49105,704,29800,56023,10077,8167,48,98,35426,76727,3629,42625,486,79,67,0,866,63
1642,Blue,1,0,1,1,1,1,0,6,1,1,2,0,0,1720,33,23,46,142927,243856,18145,50303,34657,5540,13776,57409,47311,18557,73,105,12070,60344,2723,51072,445,37,16,0,933,71
1643,Red,0,1,0,0,0,0,0,2,0,0,0,0,0,1720,21,33,21,53745,362262,16926,11276,39714,2726,20397,77881,16567,8226,43,109,52086,57853,5538,43475,364,167,113,25,1415,63
1644,Blue,1,1,1,0,0,1,1,4,0,0,1,0,1,1221,31,4,22,89234,179836,34070,14090,30428,1407,10085,25439,34713,14090,22,88,12927,31587,228,36039,294,82,41,18,583,56
1645,Red,0,0,0,0,0,0,0,0,0,0,1,0,0,1221,4,31,2,55497,121503,15880,12307,13257,228,7216,31624,11569,1691,24,40,14231,45206,1407,22313,215,50,39,0,349,50
1646,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,23,42,25,157398,239957,13493,44668,39326,4845,22030,87130,9033,1141,45,115,41753,84580,14565,43246,376,117,92,0,1373,66
1647,Red,1,1,1,1,0,1,0,7,1,0,4,0,0,1803,42,23,60,85130,346496,58797,39932,61181,14567,43294,66227,44198,17501,76,115,45706,60075,5153,53631,372,141,72,21,831,72
1648,Blue,1,1,1,1,0,1,1,11,4,0,2,0,1,1773,51,14,57,143616,292321,27090,35098,61448,6773,31820,56381,49817,16402,52,119,31463,53364,3421,57074,351,163,99,21,853,72
1649,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1773,14,51,16,127353,167602,41032,29188,24454,3422,26666,90367,6794,2231,33,128,35594,86661,6773,39580,403,56,47,0,1256,64
1650,Blue,0,0,1,0,0,0,0,4,0,0,0,0,0,2068,22,36,21,243307,200195,28366,44317,17460,1688,17760,98538,14745,9356,58,158,48120,71930,1929,47005,413,86,71,4,1390,70
1651,Red,1,1,0,1,1,1,0,10,3,2,3,0,0,2068,35,22,61,182787,345950,31638,47242,45750,1929,26373,71204,75186,20786,69,158,46427,48327,1687,60288,452,156,70,31,1431,79
1652,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1234,8,23,6,101180,97294,44040,18426,12270,3433,8459,34264,11422,814,10,66,10779,46641,2011,26038,288,44,34,4,594,52
1653,Red,1,1,1,0,0,1,1,5,0,0,2,0,1,1234,23,8,18,33642,254303,45340,9649,35448,2012,25875,43841,28327,12280,38,94,19715,40467,3432,36855,373,67,40,7,943,57
1654,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,19,36,21,112959,215291,27251,36180,23897,2199,11239,79089,11111,2619,77,78,21103,65092,2366,39011,395,88,68,4,1088,61
1655,Red,1,1,1,1,0,1,1,10,1,0,3,0,1,1639,36,19,42,55917,418367,19787,19156,49179,2366,19384,58282,57983,26794,107,144,36958,51297,3198,54701,455,136,68,36,612,67
1656,Blue,0,1,1,0,0,0,0,2,0,0,0,0,0,1306,14,21,12,73655,130851,8675,19862,15012,2925,5815,29438,6937,6937,43,68,9688,35395,3756,31377,295,12,12,0,407,52
1657,Red,1,0,0,0,0,0,0,4,0,0,0,0,0,1306,20,16,18,70514,222328,17114,9466,22737,3757,20193,29155,19320,11200,23,27,22460,36036,2922,34853,268,127,71,40,466,58
1658,Blue,1,1,1,1,0,1,1,6,1,0,3,0,1,1605,39,27,51,107385,240308,29166,35064,43273,3058,24495,47331,41209,12317,54,113,29939,54527,1577,48036,351,72,29,9,713,64
1659,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1605,27,39,39,85807,198738,18010,29584,33588,1577,18015,60263,13414,3644,42,70,36190,60990,3056,40569,291,76,61,4,488,60
1660,Blue,1,0,1,0,0,1,1,4,0,0,2,0,1,1289,23,12,27,99091,150883,25864,17812,21884,2455,19431,35507,33813,7979,57,77,10916,45157,2157,36733,327,84,55,4,544,57
1661,Red,0,1,0,0,0,0,0,0,0,0,0,0,0,1289,12,23,14,23670,191791,27619,9869,27936,2157,9971,31164,7391,7130,66,57,19226,36156,2453,30344,307,56,36,8,319,52
1662,Blue,0,1,0,0,0,1,1,3,0,0,2,0,1,1579,21,25,25,101535,224355,29940,34470,27021,1630,23951,45692,34243,8102,39,62,52369,32369,5489,39366,334,84,61,0,612,62
1663,Red,1,0,1,1,0,0,0,8,1,0,2,0,0,1579,25,21,19,207847,214377,44158,51627,16008,5490,30681,68568,40080,22225,67,84,35257,57515,1630,46208,417,112,69,15,538,67
1664,Blue,1,0,0,1,0,0,1,8,3,0,2,0,1,2230,45,41,36,255887,362721,78390,74342,27348,3324,26140,73302,47120,13715,43,203,38879,91214,4374,63235,448,154,74,34,910,82
1665,Red,0,1,1,0,0,1,0,8,1,0,3,0,0,2230,41,47,30,165174,480698,50098,37418,53786,4376,16747,68275,43215,19036,73,126,75976,64918,3847,64701,566,129,75,30,1487,79
1666,Blue,1,0,0,1,0,0,0,9,1,0,1,0,0,1902,45,49,25,216872,210641,47045,58645,41783,15019,26519,51217,24285,17860,31,123,22034,111338,6405,56211,485,36,20,8,570,74
1667,Red,0,1,1,0,0,1,0,4,0,0,3,0,0,1902,49,45,28,114088,371529,41265,21559,87205,4405,33752,83485,38533,12163,54,113,59353,68996,15241,54035,367,154,76,31,1105,72
1668,Blue,1,1,1,1,0,0,0,7,1,0,1,0,0,1448,40,20,34,160519,189585,45628,30760,33306,6372,25600,62431,29956,21439,37,66,32773,56953,5448,44580,366,103,77,15,1031,66
1669,Red,0,0,0,0,0,1,0,1,0,0,1,0,0,1448,18,43,18,173551,154187,31798,31710,29282,2448,9365,57898,16071,5012,32,92,31713,53538,6372,36531,338,97,70,4,632,61
1670,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1321,6,34,8,58977,158723,8144,13072,20105,1150,9742,38697,12315,1940,26,39,25430,44030,1088,26486,235,80,57,0,475,49
1671,Red,1,1,1,1,0,1,1,7,1,0,1,0,1,1321,34,7,42,119307,212706,42517,25205,28712,1089,21127,35614,37681,20053,41,164,14237,47030,1149,43062,311,107,69,17,822,59
1672,Blue,1,0,0,1,0,1,1,6,1,0,1,0,1,1668,33,21,62,27519,320066,42813,8189,47802,7855,19857,58060,37321,16661,60,98,36258,47168,3568,50243,400,138,90,24,1043,66
1673,Red,0,1,1,0,0,0,0,3,0,0,2,0,0,1668,21,33,26,156327,177235,31064,35084,19517,3567,10383,71532,24113,9067,57,104,9488,64215,7853,42654,335,102,77,0,788,62
1674,Blue,0,0,0,0,0,1,0,1,0,0,2,0,0,1328,14,33,21,72335,159879,27953,23760,10986,2007,16578,33693,15485,4789,38,113,28507,41715,982,33459,290,44,32,0,680,52
1675,Red,1,1,1,1,0,0,0,11,3,0,1,0,0,1328,33,15,36,146066,215085,31393,27587,29599,982,14487,49169,41702,31254,62,67,25545,31073,3005,45331,363,128,75,23,635,60
1676,Blue,1,1,1,0,0,1,0,4,0,0,2,0,0,1177,26,8,29,103022,183423,12436,21131,19803,1283,18537,36738,27005,15599,30,61,9208,41237,1697,36846,342,99,61,5,586,55
1677,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,8,26,8,42220,171026,10875,7942,18340,1537,10562,31115,6640,2610,42,48,22739,37298,1283,23997,219,93,82,3,773,47
1678,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1257,3,26,8,104849,167347,23304,10418,11513,1071,6203,42466,6280,3951,47,37,16365,40427,560,27827,365,96,79,0,413,54
1679,Red,1,1,1,0,0,1,0,3,0,0,2,0,0,1257,26,3,31,86732,232779,25798,15297,26983,560,13878,34041,26730,9707,44,62,12598,31776,1070,37347,388,123,83,8,517,61
1680,Blue,0,1,0,0,0,1,0,0,0,0,2,0,0,1665,11,36,11,122315,188286,44965,16678,15668,3188,14839,60178,14509,0,82,66,47653,39579,2553,34546,311,100,76,0,665,61
1681,Red,1,0,1,1,0,0,0,10,2,0,1,0,0,1665,36,11,54,219952,212970,13960,47003,24968,2555,17444,45445,33928,21479,51,116,17736,42516,3188,50629,420,135,95,7,882,70
1682,Blue,1,0,0,0,0,1,0,6,1,0,5,0,0,2632,49,39,60,219494,755038,102335,44091,146570,15122,49796,94227,50005,14048,119,143,86137,75053,5094,77938,745,183,132,4,912,90
1683,Red,0,1,1,1,1,0,1,9,2,2,1,0,1,2632,39,49,33,528987,285914,69342,83997,32004,5094,40886,247066,92542,17675,134,140,49940,188296,15122,75841,687,202,109,38,1350,86
1684,Blue,0,1,1,0,0,0,0,6,0,0,2,0,0,1961,20,22,27,123607,383956,37404,16427,39780,4239,33804,90068,38445,14620,95,90,23433,92008,3952,49634,516,184,124,20,1053,70
1685,Red,1,0,0,0,0,1,0,1,0,0,2,0,0,1961,22,20,29,131939,349869,32609,20495,50605,3952,20896,46865,14902,3987,51,87,17215,56858,4239,47639,497,128,101,0,367,66
1686,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1142,19,28,17,33718,127900,31110,7075,20783,2863,10369,31191,3652,3046,39,32,15352,45266,1629,28541,219,64,54,0,310,49
1687,Red,1,1,1,0,0,1,0,5,0,0,2,0,0,1142,28,20,21,84101,236749,16993,14392,34002,1631,14100,31726,26337,14057,52,39,7639,45971,2862,39068,357,96,59,8,375,56
1688,Blue,1,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,3351,12011,1052,643,736,42,511,987,0,0,2,4,172,2763,166,4476,34,8,8,0,51,15
1689,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,3904,13387,1254,172,548,166,609,1086,0,0,2,2,1075,2047,42,4445,31,12,12,0,5,13
1690,Blue,1,1,1,1,1,1,1,11,4,1,3,0,1,1787,28,35,34,118362,258389,20055,26172,37595,3731,38572,81551,70602,25409,37,83,33675,90011,13203,52082,352,83,42,4,666,68
1691,Red,0,0,0,0,0,0,0,2,0,0,1,0,0,1787,35,28,48,100039,334626,62226,31647,57578,13205,20890,65171,15385,8693,32,98,27405,63923,4020,50118,433,113,73,20,547,61
1692,Blue,1,1,0,0,0,0,0,0,0,0,0,0,0,209,2,1,1,3685,19440,1236,1077,1346,56,955,1668,324,324,2,0,623,4014,168,5543,34,16,4,12,8,15
1693,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,209,1,2,0,931,8972,168,353,1431,168,63,968,0,0,2,6,1077,2080,55,4188,22,0,0,0,9,12
1694,Blue,1,1,1,1,1,0,1,8,1,1,2,0,1,2083,48,36,54,97346,459659,87638,23591,68302,4895,19213,74804,71636,21799,122,119,54394,57237,7708,68012,602,162,75,32,3752,81
1695,Red,0,0,0,0,0,1,0,6,0,0,1,0,0,2083,36,49,33,218945,446958,51407,53299,31326,7710,18895,80699,23184,10359,97,106,26929,96024,4894,60472,602,192,140,25,1368,77
1696,Blue,1,1,1,0,0,1,0,1,0,0,2,0,0,1212,23,18,30,92598,140829,18121,27682,15194,1376,14611,33662,18353,4316,34,90,19546,34756,2740,34596,258,100,56,20,76170,54
1697,Red,0,0,0,0,0,0,1,1,0,0,0,0,1,1212,18,24,26,76922,120993,21998,18970,14729,2742,10041,29214,17179,4376,45,76,29352,25963,1376,31292,249,57,49,1,1968,52
1698,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1197,13,28,9,70127,154105,23459,11989,16194,3484,16007,33239,5624,1151,53,79,11813,45935,4289,29661,293,108,86,1,368,51
1699,Red,1,1,1,0,0,1,1,4,0,0,2,0,1,1197,28,13,37,37005,217136,41928,9339,29533,4290,15365,40590,37877,14446,64,78,12648,37845,3483,41140,339,112,73,8,708,57
1700,Blue,1,0,0,0,0,0,0,2,0,0,2,0,0,1347,29,13,31,28755,182523,20483,6935,32630,2679,11467,40856,18320,6815,41,74,13851,41542,972,36631,288,59,38,0,518,55
1701,Red,0,1,1,0,0,1,1,5,0,0,1,0,1,1347,13,29,7,33280,284035,22750,13220,26940,972,11329,41075,33226,11830,64,45,8792,55885,2678,34020,319,108,87,4,443,53
1702,Blue,1,1,1,0,0,0,1,5,0,0,0,0,1,1210,31,13,25,165341,119851,27975,27875,22845,3557,18304,27054,23896,11270,35,71,9950,45967,644,37962,326,96,67,8,673,56
1703,Red,0,0,0,0,0,1,0,0,0,0,1,0,0,1210,11,31,10,62433,171125,10146,8401,25867,644,11187,41855,8262,1529,31,50,27994,39117,3557,27847,294,68,48,4,512,50
1704,Blue,0,0,0,0,0,1,1,6,0,0,3,0,1,2288,38,33,53,159160,450736,111330,43273,49507,9197,59820,110558,47671,14861,65,108,50138,105199,4958,64415,567,155,94,16,981,82
1705,Red,1,1,1,1,0,0,0,9,1,0,3,0,0,2288,33,38,58,260962,462037,57200,49209,71874,4456,43239,78209,66433,31798,109,134,45021,81366,9193,67785,598,176,95,34,1471,80
1706,Blue,0,0,0,0,0,1,0,2,0,0,1,0,0,1364,24,27,19,59935,221384,25270,8681,36804,3240,19301,48347,12982,7590,55,82,30141,43220,2406,38132,363,76,61,0,1027,57
1707,Red,1,1,1,0,0,0,1,4,0,0,1,0,1,1364,27,24,24,186485,152397,22982,29152,20528,2408,14623,35215,27447,8745,66,64,9654,52711,3239,41847,374,120,73,17,573,63
1708,Blue,1,1,1,1,1,1,1,10,2,1,4,0,2,1615,30,8,29,91881,333768,32808,14382,38684,5803,41747,71573,71703,14944,66,102,11433,69912,820,48437,365,160,53,53,641,68
1709,Red,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,8,30,10,51232,218487,17846,7378,25409,821,16308,47674,10605,1791,43,70,15890,56405,5802,33607,342,84,74,0,348,58
1710,Blue,1,1,1,0,0,0,1,6,0,0,1,0,2,1227,34,19,36,113616,251650,38029,17086,40626,3552,19517,39828,54603,14715,58,128,15238,46191,2393,44175,338,118,57,21,768,62
1711,Red,0,0,0,0,0,1,0,0,0,0,2,0,0,1227,19,34,13,62126,167865,21048,14825,24309,2394,14510,57787,14699,2438,52,87,18658,56784,3551,31206,286,80,65,0,588,53
1712,Blue,0,1,1,1,0,0,1,9,3,0,2,0,1,2498,37,53,38,265174,628993,82325,39206,73269,6706,58740,96703,53993,17637,130,175,86753,92092,9197,74336,717,217,129,33,1229,86
1713,Red,1,0,0,0,1,1,0,9,3,1,4,0,0,2498,51,37,59,461970,393912,71737,85168,45339,9196,48433,93808,66980,18821,102,150,40797,106472,6705,77079,726,124,80,8,1124,89
1714,Blue,1,0,1,0,0,1,0,6,0,0,4,0,0,1571,29,15,26,90995,350200,41362,19538,44336,4416,29343,49594,44703,14593,95,99,19877,54932,2828,46007,434,147,84,27,897,67
1715,Red,0,1,0,0,0,0,0,1,0,0,0,0,0,1571,15,32,9,99746,180238,42305,17973,23602,2828,21349,66234,5927,4260,61,56,21163,71982,4415,35211,373,68,47,3,522,60
1716,Blue,0,0,0,0,0,0,0,3,0,0,1,0,0,2049,28,34,47,121862,439985,26679,21164,73662,7959,37023,84861,26300,8436,117,152,53482,75636,4721,55481,532,178,126,10,1710,74
1717,Red,1,1,1,1,1,1,0,9,1,1,3,0,0,2049,34,29,42,253395,329259,25831,50752,40006,4721,61449,108964,61397,23259,90,98,23069,116651,7957,62495,522,150,89,27,1308,79
1718,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,1618,21,38,34,183986,242867,30450,44542,35912,2834,25986,78159,16279,3622,77,93,5883,107556,3235,41189,437,84,71,0,743,64
1719,Red,1,1,1,1,1,1,1,11,3,1,4,0,2,1618,38,21,51,16812,515588,41385,4957,77764,3235,51386,67527,86080,25556,91,58,46421,62583,3729,58469,489,155,80,21,475,71
1720,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,918,7,10,2,32852,92219,5698,10294,9835,290,8552,13539,820,77,32,19,2994,28847,426,19352,173,52,45,0,174,43
1721,Red,1,1,0,0,0,1,0,0,0,0,2,0,0,918,10,7,10,17885,163630,14676,1733,20304,427,17246,16459,15706,4036,35,34,11991,26115,290,23057,221,77,51,1,354,45
1722,Blue,0,0,1,0,0,0,0,2,0,0,0,0,0,1291,17,26,14,80929,169567,25216,9385,27590,3072,17539,29719,12919,9528,63,54,26660,32333,3907,34037,327,66,44,13,369,55
1723,Red,1,1,0,0,0,1,1,1,0,0,1,0,1,1291,24,17,24,83438,174940,14383,25021,14880,3907,19619,34949,20498,3824,49,78,11558,51361,3074,34055,222,123,69,23,619,54
1724,Blue,1,0,1,0,1,1,1,11,3,1,4,0,2,2541,45,35,38,290850,621094,77045,38193,64874,6144,50166,130269,100908,20450,150,100,16494,131555,6680,75488,592,260,126,52,756,88
1725,Red,0,1,0,1,0,0,0,6,1,1,2,0,0,2541,35,45,41,54660,736179,48012,13379,77335,5836,42220,105966,61518,14428,106,91,42591,101315,6142,70435,627,206,150,17,1152,87
1726,Blue,0,0,0,0,0,1,0,2,0,0,1,0,0,1476,20,22,25,71397,233430,22314,9813,33267,3718,14978,33557,19959,8984,53,88,13736,48571,4958,39374,314,110,76,9,679,60
1727,Red,1,1,1,0,0,0,1,6,0,0,2,0,1,1476,22,20,15,50247,273508,42688,12366,33649,4958,23118,46442,37082,13418,42,73,11677,63331,3719,39447,337,132,79,16,565,60
1728,Blue,1,1,1,0,0,1,0,4,0,0,2,0,0,1107,16,1,11,43149,206680,21329,12327,18826,1202,12616,14890,24262,11686,36,83,6380,24458,335,30810,301,92,48,12,395,52
1729,Red,0,0,0,0,0,0,1,0,0,0,0,0,1,1107,1,16,0,69261,92473,16407,5368,7160,335,14382,24433,14893,643,34,31,13826,35016,1202,19713,204,76,56,0,574,47
1730,Blue,0,0,0,0,0,0,0,0,0,0,0,0,0,729,0,5,0,29868,41981,152937,4229,3091,150,1766,7214,2181,2181,16,24,7767,5983,913,13434,130,41,33,4,166,33
1731,Red,1,1,1,0,0,1,1,1,0,0,1,0,1,729,5,1,2,69265,80212,7564,7767,2970,914,6257,8570,20549,7065,28,57,4589,14192,150,18886,204,59,29,9,541,39
1732,Blue,0,0,0,0,0,0,0,2,0,0,0,0,0,2007,22,41,22,131106,371148,74336,26950,49206,7428,22607,83398,17117,8034,65,88,27926,96809,7854,50113,537,140,114,4,1494,74
1733,Red,1,1,1,1,1,1,1,11,3,1,5,0,2,2007,41,22,37,141840,541166,95463,25581,64901,7855,53704,92125,107080,24220,66,98,30337,92981,7428,64436,588,200,91,41,970,85
1734,Blue,0,0,0,0,0,1,0,2,0,0,2,0,1,2472,41,47,34,152228,521523,68044,23268,73558,11706,46448,117088,31948,3395,75,83,57967,100409,8879,70107,568,159,113,9,1255,86
1735,Red,1,1,1,1,1,0,1,9,1,2,4,0,1,2472,47,41,46,204268,647661,98319,56721,67932,8659,47548,98405,102817,15323,106,147,29466,120198,11706,76335,595,306,181,60,1363,87
1736,Blue,1,0,1,1,0,1,1,6,1,0,3,0,2,1302,28,9,20,91813,257893,17844,19519,30843,1089,21971,43701,44331,12480,45,67,11287,52034,5318,38910,403,88,44,12,892,61
1737,Red,0,1,0,0,0,0,0,3,0,0,0,0,0,1302,9,30,8,89599,206800,33250,9720,27522,4243,14904,46074,22320,9729,54,46,21965,52570,1089,31472,348,112,85,8,664,52
1738,Blue,1,0,0,0,1,1,1,11,3,1,2,0,1,2330,60,28,92,165457,484723,31914,44824,79579,8318,63310,141992,76543,19598,73,148,28667,96819,17683,71826,455,175,105,29,1399,82
1739,Red,0,1,1,1,0,0,0,7,1,0,3,0,1,2330,28,61,36,137407,400994,95572,25450,64227,16802,47246,177778,51608,22441,101,162,44996,112247,9524,63126,529,108,42,24,1706,74
1740,Blue,0,0,1,0,0,1,1,4,0,0,3,0,1,2213,29,47,24,101234,462006,37601,35265,55360,4046,47907,109744,31336,10492,48,105,30766,126948,8853,52701,516,68,37,4,911,72
1741,Red,1,1,0,1,1,0,0,10,2,1,2,0,0,2213,47,29,63,100412,509076,53295,30075,86729,8855,39412,101407,63954,28146,72,80,37579,77319,4046,65886,530,128,91,16,770,79
1742,Blue,1,0,1,1,0,1,1,10,2,0,2,0,1,1653,40,15,37,61740,410639,54474,11518,59075,9965,28934,35806,45556,21672,88,88,21676,48889,3065,56024,462,170,83,41,903,68
1743,Red,0,1,0,0,0,0,0,0,0,0,2,0,0,1653,15,40,18,58843,198835,43080,19677,19991,3066,14756,57506,19866,3224,54,80,12211,72603,9964,37775,329,82,65,0,635,59
